"Entidad","Evento","Tipo de Programa","Categoría de Apoyo","Clasificación","Clasificación (Vieja Categoría)","Programa","Medida","Periodo","Monto Presupuestado","Fuente","Link","Fecha"
"Aguascalientes","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Población Vulnerable","Población en general","Programa de apoyo económico ante la contingencia por COVID-19","Creación de un Fondo Emergente de Desarrollo Económico (FEDE) para personas cuya vulnerabilidad sea necesario. Cuenta con un presupuesto de 70 millones de pesos, los cuales se repartiran en apoyos de 5 mil pesos (de una sola exhibición) para beneficiar a 14 mil familias.","Contingencia Sanitaria","7.0E7","Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Préstamos","MIPYMES
","MIPYMES","Programa de apoyo económico ante la contingencia por COVID-19","La Secretaria de Desarrollo Económico deberá crear un apoyo para los empresarios y microempresarios, en el cual se incrementará en 10 puntos porcentuales el apoyo en todas sus modalidades.","Contingencia Sanitaria",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Restaurantes y Tiendas
","PyMES","Programa de apoyo económico ante la contingencia por COVID-19","Creación del Programa Restaurante al 100, por parte de la Secretaría de Desarrollo Económico y con un presupuesto de 2 millones de pesos, con el objetivo de otorgar apoyos económicos a micro, pequeñas y medianas empresas, dedicadas a la industria Restaurantera y/o de preparación y comercialización de alimentos que utilicen servicio a domicilio mediante plataformas y/o aplicaciones tecnológicas, que se encuentren formalmente constituidas.","Contingencia Sanitaria","2000000.0","Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES
","PyMES","Programa de apoyo económico ante la contingencia por COVID-19","Se fortalecerá al Sistema de Financiamiento de Aguascalientes aumentando su presupuesto para los programas de apoyos para las micro, pequeñas y medianas empresas.","Contingencia Sanitaria",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Programa de apoyo económico ante la contingencia por COVID-19","Se otorga un descuento de hasta 40 por ciento en el pago del Impuesto Sobre Espectáculos Públicos durante los meses de abril a diciembre del 2020.","Contingencia y Nueva Normalidad",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Programa de apoyo económico ante la contingencia por COVID-19","Se difiere el pago del Impuesto a la Venta Final de Bebidas con Contenido Alcohólico que se causen durante los meses de abril, mayo y junio de 2020, para ser cubiertos hasta en ocho parcialidades mensuales iguales, respectivamente.","Contingencia Sanitaria",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Programa de apoyo económico ante la contingencia por COVID-19","La  Secretaria de Gestión  Urbanística,  Ordenamiento  Territorial,  Registral  y  Catastral otorgará un 15% de descuento al momento del pago en los Derechos señalados en los artículos 7°, 8° y 9° de la Ley de Ingresos del Estado de Aguascalientes, para el Ejercicio Fiscal del año 2020.","Contingencia y Nueva Normalidad",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Incentivos Fiscales","Programa de apoyo económico ante la contingencia por COVID-19","Se elimna el pago durante abril, mayo y junio a los permisionarios por el uso de espacios para módulos de venta de alimentos y atractivos en el Centro de Educación Ambiental y Recreativo Rodolfo Landeros Gallegos y el Centro de Eduación Ambiental, Cultural y Recreativo El Cedazo. Además, una vez terminada la contingencia sanitaria, será gratiuto por dos meses el acceso al Centro de Educación Ambiental y Recreativo Rodolfo Landeros Gallegos y al Centro de Educación Ambiental, Cultural y Recreativo El Cedazo.","Contingencia y Nueva Normalidad",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4018.pdf#page=2","43918.0"
"Aguascalientes","COVID-19","Programas Fiscales","Crédito Subsidiado","MIPYMES
","MIPYMES","Programa Emergente de Financiamiento Empresarial","Otorgamiento de creditos a personas físicas o morales con actividad empresarial en los sectores comercial, industrial y de servicios (micro, pequeñas y medianas empresas) , con un plazo de pago de credito de 36 meses y una tasa de interes de 5 % a 8% anual.","Contingencia y Nueva Normalidad",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4027.pdf#page=18","43928.0"
"Aguascalientes","COVID-19","Programas Fiscales","Prórroga de pago de crédito","Sector Industrial y de Transformación",,"Programa de apoyo económico ante la contingencia por COVID-19 que otorga el Fideicomiso Desarrollos Industriales de Aguascalientes","Beneficio en el otorgamiento de un plazo de gracia consistente en el diferimiento del cobro de las cuotas de mantenimiento aportadas por las empresas establecidas en los Parques Industriales administrados por el Fideicomiso Desarrollos Industriales de Aguascalientes correspondientes a los meses de abril, mayo y junio del 2020.","Contingencia y Nueva Normalidad",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4043.pdf#page=43","43951.0"
"Aguascalientes","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Sector Industrial y de Transformación","Incentivos Fiscales","Programa de apoyo económico ante la contingencia por COVID-19 que otorga el Fideicomiso Desarrollos Industriales de Aguascalientes","Otorgar un 90% de descuento en intereses moratorios en los adeudos por concepto de las cuotas de mantenimiento aportadas al Fideicomiso Desarrollos Industriales de Aguascalientes.","Contingencia y Nueva Normalidad",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4043.pdf#page=43","43951.0"
"Aguascalientes","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","Programa de apoyo alimentario","El programa establece proveer alimentos mediante la entrega de despensas (1 despensa alimentaria básica), a distintos sectores vulnerables de la sociedad del municipio de San Francisco de los Romo, privilegiando a aquellos que tengan dependientes económicos y que han perdido su empleo y/o paro laboral, mujeres embarazadas, alguna discapacidad física y/o mental, o algún otro factor de vulnerabilidad.","Contingencia Sanitaria",,"Periódico ofical del Estado de Aguascalientes","https://eservicios2.aguascalientes.gob.mx/periodicooficial/web/viewer.html?file=../Archivos/4044.pdf#page=56","43945.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","PYMES","PyMES","Todos por Aguascalientes","Entrega de 130 millones de pesos en créditos para apoyar a las pequeñas y medianas empresas ante la contingencia sanitaria.","Contingencia Sanitaria","1.3E8","Comunicación a través de cuenta oficial de Twitter el 19 de mayo, 2020","https://twitter.com/MartinOrozcoAgs/status/1262852248251568129?s=20","43970.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Protege Fomento al Autoempleo 2020","Una inversión de 2 millones de pesos para otorgar apoyos económicos para ciudadanos que tengan un negocio de venta de dulces, tiendas de abarrotes, papeleria, venta de comida, manualidades,","Contingencia Sanitaria","2000000.0","Comunicación a través de cuenta oficial de Twitter el 22 de mayo, 2020","https://twitter.com/MartinOrozcoAgs/status/1263970001503039488","43973.0"
"Baja California","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","Salud en su Casa","Entrega en los hogares de un cupón que deberá ser canjeado por una despensa, en un centro comunitario, escuela o parque público de la localidad","Contingencia Sanitaria",,"Gobierno del estado","http://www.bajacalifornia.gob.mx/noticia_gobbc.html?NoticiaId=613","43917.0"
"Baja California","COVID-19","Programas de Asistencia Social","Despensas","Adultos Mayores (incluye Pensionados y Jubilados)","Apoyos alimenticios","En BC también los cuidamos","Atención a los adultos mayores que trabajan como empacadores de supermercados, con una despensa que se entrega en su casa","Contingencia Sanitaria",,"Gobierno del estado","http://www.bajacalifornia.gob.mx/noticia_gobbc.html?NoticiaId=613","43918.0"
"Baja California","COVID-19","Programas de Asistencia Social","Despensas","Adultos Mayores (incluye Pensionados y Jubilados)","Apoyos alimenticios","Prevención en Marcha","Brindar atención a las personas con dificultad para moverse (en bastón, muletas, sillas de ruedas), a quienes se les entregará un apoyo directamente en su hogar, incluso medicamentos, en caso de que lo requieran","Contingencia Sanitaria",,"Gobierno del estado","http://www.bajacalifornia.gob.mx/noticia_gobbc.html?NoticiaId=613","43919.0"
"Baja California","COVID-19","Programas Fiscales","Suspensión de Actos de Fiscalización","Todos los Sectores","Incentivos Fiscales","Incentivos Fiscales","Suspensión de actos de fiscalización hasta el día 30 de abril del 2020","Contingencia Sanitaria",,"Publicación en cuenta oficial de Twitter del Gobernador","https://twitter.com/Jaime_BonillaV/status/1249881644586000384","43934.0"
"Baja California","COVID-19","Programas de Digitalización","Asesoría y Consultoría para Digitalización","Todos los Sectores","Planeación gubernamental","Trámites en Internet","Gobierno digital: Trámites estatales y obligaciones tributarias a través de internet","Adaptados",,"Publicación en cuenta oficial de Twitter del Gobernador","https://twitter.com/Jaime_BonillaV/status/1249881644586000384","43935.0"
"Baja California","COVID-19","Programas Fiscales","Compras Gubernamentales","MIPYMES","MIPYMES","Programa de Compras del gobierno del Estado","Compras del gobierno de estado: Se priorizarán compras a las MIPYMES con residencia en el estado.","Contingencia Sanitaria",,"Publicación en cuenta oficial de Twitter del Gobernador","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Apoyo para Proteger el Empleo","Protección de empleos; fondo de apoyo a MYPIMES para solventar el pago de nómina, capital de trabajo, insumos y pasivos en pago de renta y servicios hasta por 50 mil pesos. El presupuesto del programa es de 18 mdp.","Contingencia Sanitaria","1.8E7","Publicación en cuenta oficial de Twitter del Gobernador","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Programa Emergente de Protección a Nómina","Crédito con interés del 3% para MYPES de hasta 5 empleados para pago a nómina, capital de trabajo y pasivos en pago de renta y servicios. Monto de préstamo hasta de 200 mil pesos. 20 millones de pesos presupuestados.","Contingencia Sanitaria","2.0E7","Publicación en cuenta oficial de Twitter del Gobernador","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","PYMES","PYMES","Emprende Empresarial","Crédito PYMES; línea de crédito ""Emprende Empresarial"" con una tasa de interés del 8%. Nota: Programa Finalizado.","Contingencia Sanitaria",,"Publicación en cuenta oficial de Twitter del Gobernador","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores","Ciencia y tecnología","Reto Baja California Crea","Financiamiento a proyectos científicos y tecnológicos relacionados a la emergencia sanitaria (Baja California crea). Presupuesto de 95 millones de pesos.","Contingencia Sanitaria",,"Publicación en cuenta oficial de Twitter del Gobernador","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","PYMES","PYMES","Credito con el Fondo General de Garantías del Estado en alianza con Nacional Financiera","Fondo general de garantías del estado: Créditos a PYMES con préstamos de hasta $2.5 MDP sin garantía y hasta $5 MDP con aval con el apoyo de Nacional Financiera (NAFIN). Presupuesto de 1,400 millones de pesos.","Contingencia Sanitaria","1.4E9","Publicación en cuenta oficial de Twitter del Gobernador","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores","Emprendedores","Estímulo a créditos Empréndete vigentes","Prórroga de hasta 4 meses a créditos otorgados y al corriente para su pago sin intereses, ni cargos moratorios.","Contingencia Sanitaria",,"Publicación en cuenta oficial de Twitter del Gobernador","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Digitalización","Asesoría y Consultoría para Digitalización","MIPYMES","MIPYMES","Capacitación y Asesoría Legal","Asesoría y Capacitación especialisada a través de plataformas especializadas a través del Instituto de Capacitación en Alta Tecnología. Nota: Programa e instituto ya existían antes de la Pandemia.","Contingencia y Nueva Normalidad",,"Página de Facebook del Instituto de Capacitación en Alta Tecnología","http://www.planemergentebc.com/#","NA"
"Baja California","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Mujeres en Marcha / Emprende Tradicional","Financiamientos de entre 20 y 60 mil pesos con 8% de tasa de interés por 12 meses para promover el desarrollo de MIPYMES lideradas por mujeres. O bien, apoyo a MIPYMES por los mismos montos y la misma tasa de interés por 12 a 18 meses para equipamiento, infraestructura, capital de trabajo para la conservación y generación de mejores empleos. Nota: Parecería que ambos créditos ya existían antes de la contingencia sanitaria.","Contingencia y Nueva Normalidad",,"Página de la Secretaría de Economía Sustentable y Turismo","http://www.planemergentebc.com/#","NA"
"Aguascalientes","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Adultos Mayores (incluye Pensionados y Jubilados)",,"Todos por Aguascalientes","Repartición de apoyos económicos de mil pesos a empacadores de la tercera edad.","Contingencia Sanitaria",,"Micro sitio oficial Todos por Aguascalientes","https://todosporaguascalientes.mx/out/home/announcements/detail/117","43922.0"
"CDMX","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Desempleados",,"Seguro de desempleo","Ofrecer un incentivo económico equivalente al valor mensual de la Unidad de Medida y Actualización (2641 pesos), hasta por 2 meses. Además de fomentar la reinserción laboral de las personas a través de capacitación y bolsa de trabajo.","Contingencia Sanitaria","5.0E8","Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/c14f895324ff4ceca903a863c6e6474a.pdf","43927.0"
"CDMX","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Pueblos Originarios",,"Apoyo Emergente a Personas Artesanas Pertenecientes a Comunidades Indígenas Residentes de la Ciudad de México, ante la emergencia SARS-COV2 (COVID-19)","Contribuir a reducir el impacto económico provocado por la contingencia sanitaria en las personas artesanas de las comunidades indígenas residentes que no cuentan con una fuente de ingresos fija, a través de la entrega de apoyos económicos (1500 pesos en una sóla exhibición).","Contingencia Sanitaria",,"Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/da1094166b239e8c96ec1beeb5303b30.pdf","43938.0"
"CDMX","COVID-19","Programas Fiscales","Condonación de pago de impuesto","MIPYMES",,,"Condonación de pagos por concepto de contraprestación y/o aprovechamiento por el uso comercial de módulos, espacios y locales comerciales ubicados al interior de las estaciones de la red del sistema de transporte colectivo metro, con motivo del covid-19.","Contingencia Sanitaria",,"Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/8f87081f08f5e364dd9b9c36b4508041.pdf","43938.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores",,"Fondo de Desarrollo Económico (FONDESO)","Otorgar hasta 50 mil microcréditos de 10 mil pesos con 0 por ciento de interés a pagar en 2 años y con 4 meses para iniciar el primer pago.","Adaptados","5.0E8","Página Oficial de la Ciudad de México","https://covid19.cdmx.gob.mx/comunicacion/nota/anuncia-gobierno-de-la-ciudad-de-mexico-medidas-para-apoyar-la-economia-familiar-y-microempresarial-por-el-covid-19","43915.0"
"CDMX","COVID-19","Programas de Asistencia Social","Equipo de Protección","Adultos Mayores (incluye Pensionados y Jubilados)",,,"Visitas médicas y medicamentos gratuitos a 6 mil personas adultas mayores que no cuentan con alguna red de apoyo social en la Ciudad de México.","Contingencia Sanitaria",,"Página Oficial de la Ciudad de México","https://covid19.cdmx.gob.mx/comunicacion/nota/anuncia-gobierno-de-la-ciudad-de-mexico-medidas-para-apoyar-la-economia-familiar-y-microempresarial-por-el-covid-19","43915.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Vales y Despensas","Población General",,"Pa' que te quedes en casa","En conjunto con los 329 mercados públicos de la capital, se crea una despensa con un costo de 210 pesos que contiene productos para una dieta básica y artículos para la higiene persona.","Contingencia Sanitaria",,"Página Oficial de la Ciudad de México","https://covid19.cdmx.gob.mx/comunicacion/nota/amplia-gobierno-de-la-ciudad-de-mexico-apoyo-para-la-economia-familiar-durante-pandemia-de-covid-19","43937.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","PYMES",,"Programa IMPULSO","Pequeñas y medianas empresas podrán acceder a créditos que van de los 25 mil hasta los 5 millones de pesos, a través de Nacional Financiera e instituciones financieras","Adaptados","1.113E9","Página Oficial de la Ciudad de México","https://www.cdmx.gob.mx/portal/articulo/programa-impulso-otorga-creditos-a-pymes","43959.0"
"CDMX","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Desempleados",,"Apoyo para Personas Residentes de la Ciudad de México que perdieron su Empleo Formal antes y durante la emergencia derivada del SARS-COV2 (COVID-19) y que, dadas las medidas para atender la emergencia sanitaria, no se encuentran en condiciones de realizar la búsqueda de empleo","Se busca atender la pérdida de ingreso laboral atribuible al desempleo involuntario que se ha suscitado a partir de las medidas de suspensión temporal de actividades económicas no esenciales, durante la emergencia sanitaria ocasionada por la pandemia de la enfermedad COVID-19, así como la falta de ingreso laboral de aquellos que perdieron previamente su empleo y que, dadas las medidas para atender la emergencia sanitaria, no se encuentran en condiciones de buscar y obtener un empleo formal. Se otorgará un monto de 1500 pesos mensuales durante dos meses.","Adaptados","1.0E8","Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/7d567a0c4c423c3af7592f53e4cb73a9.pdf","43964.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Emprendedores",,"Programa de Fomento, Constitución, y Fortalecimiento de Empresas Sociales y Solidarias de la Ciudad de México (FOCOFESS 2020)","Brindar apoyos económicos indirectos para cubrir los gastos de asistencia ténica especializada en asesoría y mejoramiento de: un Proyecto Productivo, así como de un Plan de Negocios, según corresponda. Apoyos hasta 50 mil pesos.","Adaptados","6900000.0","Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/6497dc6f3358595459a8cfc17c39e1ea.pdf","43969.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Sector Industrial y de Transformación",,"Programa de Fomento, Constitución, y Fortalecimiento de Empresas Sociales y Solidarias de la Ciudad de México (FOCOFESS 2020)","Brindar apoyos económicos directos para la adquisición de maquinaria, equipamiento o materia prima, relacionados con la actividad productiva de la Cooperativa. Apoyos a Cooperativas, cada uno por un monto total de hasta 150 mil pesos.","Adaptados","3.3E7","Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/6497dc6f3358595459a8cfc17c39e1ea.pdf","43969.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Servicios de Transporte Concesionado (Taxistas o Autobuses)",,"Subsidio a Combustibles para el Transporte de Pasajeros Público Concesionado Colectivo, clasificado como Rutas y Corredores, 2020","Bono mensual a concesionarios de ruta (4 mil pesos por unidad) y a los corredores de transporte (6 mil pesos por unidad) para la compra de combustible.","Contingencia y Nueva Normalidad","3.379312E7","Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/cc70d23bfc8af552bf74004bbf4d415b.pdf","43970.0"
"CDMX","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Reserva Alimentaria COVID 19","Entrega de 3 mil 800 despensas alimentarias en 57 Instituciones de Asistencia Privada (IAP) de la capital para dar continuidad alimentaria a las personas vulnerables durante la emergencia sanitaria por el Coronavirus (COVID-19).","Contingencia Sanitaria",,"Página Oficial de la Ciudad de México","https://www.jap.org.mx/portal/index.php?option=com_content&view=article&id=813:arranca-la-entrega-de-despensas-para-3-800-personas-en-condicion-de-alta-vulnerabilidad-por-el-covid19-en-instituciones-de-asistencia-privada-de-la-ciudad-de-mexico&catid=18&lang=es&Itemid=219","43971.0"
"CDMX","Covid-19","Programas de Asistencia Social","Equipo de Protección","Población General",,"Programa de Detección, Protección y Resguardo de Casos de COVID-19 y sus Contactos. Eje: Entrega de Kit Médico COVID-19 y Apoyo Alimentario","Será obligatorio entregar el Kit Médico COVID-19, apoyo alimentario y económico a las personas que son diagnosticadas con la enfermedad, así como información sobre medidas de higiene, resguardo y se les dará seguimiento vía telefónica.","Contingencia Sanitaria",,"Página Oficial de la Ciudad de México","https://www.cdmx.gob.mx/portal/articulo/programa-de-deteccion-de-casos-covid-19-y-sus-contactos","43994.0"
"CDMX","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Población General",,"Acuerdo que modifica y adiciona el diverso por el que se suspenden los términos y plazos inherentes a los procedimientos administrativos y trámites y se otorgan facilidades administrativas para el cumplimiento de las obligaciones fiscales, para prevenir la propagación del virus COVID-19","El Impuesto sobre tenencia o uso de vehÍculos, asÍ como los Derechos de control vehicular correspondientes cuyo vencimiento para el pago era el 31 de marzo de 2020, se otorga una ampliación hasta el 30 de junio de 2020, no generando recargo ni actualización.","Adaptados",,"Página Oficial de la Ciudad de México","https://covid19.cdmx.gob.mx/comunicacion/nota/ampliacion-de-pago-de-tenencia-y-suspension-de-terminos-y-plazos-en-procedimientos-administrativos-y-fiscales","43939.0"
"Baja California Sur","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Población General","Población en general","Programa de Beneficios Fiscales","Diferimiento del pago del Derecho por la expedición de tarjeta de circulación (revista vehicular), que debe efectuarse los primeros cuatro meses del año y que podrá pagarse a más tardar el 30 de junio de 2020.","Contingencia Sanitaria",,"Secretaría de Turismo, Economía y Sustentabilidad de Baja California Sur","https://setuesbcs.gob.mx/programas-y-apoyos/","43915.0"
"Baja California Sur","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Todas las Empresas","Incentivos Fiscales","Programa de Beneficios Fiscales","Diferir los pagos del Impuesto sobre Nómina por aproximadamente 6 meses.","Contingencia Sanitaria",,"Secretaría de Turismo, Economía y Sustentabilidad de Baja California Sur","https://setuesbcs.gob.mx/programas-y-apoyos/","43915.0"
"Baja California Sur","COVID-19","Programas de Asistencia Social","Transferencia Directa","Personas con Discapacidad Permanente",,"Programa de Asistencia de Vida","Dinero para subsanar los gastos de quien se dedica de tiempo completo a cuidar y asistir a una persona con discapacidad. Nota: Falta verificar si programa existía antes de la contigencia","Contingencia Sanitaria",,"Secretaría de Turismo, Economía y Sustentabilidad de Baja California Sur","https://setuesbcs.gob.mx/programas-y-apoyos/","NA"
"Baja California Sur","COVID-20","Programas de Asistencia Social","Transferencia Directa","Población Vulnerable",,"Programa Alimentario Emergente","Reparto de 70 mil despensas para población vulnerable","Nueva Normalidad",,"Secretaría de Trabajo y Desarrollo Social de Baja California Sur","http://stds.bcs.gob.mx/boletines/se-fortalece-el-programa-alimentario-emergente-en-todo-el-estado/","44020.0"
"Baja California Sur","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Programa en Apoyo a la Reactivación","Programa junto a Nacional Financiera (NAFIN) para el otorgamiento de créditos de hasta 500 mil pesos para la adquisición de capital de trabajo y activo fijo a una tasa de 13.9% anual por un plazo de hasta 60 meses, con un periodo de gracia de hasta 6 meses.","Nueva Normalidad",,"Secretaría de Turismo, Economía y Sustentabilidad de Baja California Sur","https://setuesbcs.gob.mx/reactivacion/","44110.0"
"Baja California Sur","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Todas las Empresas","Incentivos Fiscales","Facilidades administrativas en materia fiscal","Suspensión de los actos de fiscalización en materia estatal","Contingencia Sanitaria",,"Cuenta de Twitter de la Secretaría de Turismo, Economía y Sustentabilidad de Baja California Sur","https://twitter.com/SECTURBCS/status/1242998145224605696","43915.0"
"Baja California Sur","COVID-19","Programas Fiscales","Prórroga de Pago de Crédito","Población General","Población en general","Programa de Beneficios Fiscales","Diferir los pagos de adeudos al Instituto de Vivienda","Contingencia Sanitaria",,"Cuenta de Twitter de la Secretaría de Turismo, Economía y Sustentabilidad de Baja California Sur","https://twitter.com/SECTURBCS/status/1242998145224605696","43915.0"
"Baja California Sur","COVID-19","Programas de Estímulo Económico","Transferencia Directa","MIPYMES","MIPYMES","Programa de apoyos y acciones emergente frente a COVID19","Programa de Impulso Productivo Familiar. Apoyos de $10,000 pesos para que pequeños negocios puedan reestablecer sus operaciones.","Adaptados",,"Secretaría de Trabajo y Desarrollo Social de Baja California Sur","http://stds.bcs.gob.mx/boletines/se-entregan-apoyos-de-programas-de-impulso-al-desarrollo-social-en-los-cabos/","43878.0"
"Baja California Sur","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores","Mujeres","Programa de apoyos y acciones emergente frente a COVID19","Otorgamiento de Créditos a la palabra a mujeres emprendedoras","Nueva Normalidad",,"Instituto Sudcaliforniano de las Mujeres","http://ismujeres.bcs.gob.mx/2020/06/inicia-el-programa-de-creditos-a-la-palabra-para-mujeres-emprendedoras-sudcalifornianas/","44010.0"
"Baja California Sur","COVID-19","Programas Fiscales","Compras Gubernamentales","MIPYMES","Comercios locales","Programa de apoyos y acciones emergente frente a COVID19","Fomento al consumo de productos locales a través de los programas de Proveeduría Interna y de la campaña de BCS consume local. Nota: No se encontró información sobre el programa en páginas oficiales","Adaptados",,"Diario El Sudcaliforniano","https://www.elsudcaliforniano.com.mx/local/municipios/plan-emergente-dirigido-a-poblacion-en-general-luis-araiza-5141659.html","43944.0"
"Baja California Sur","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Sector Agrícola-Ganadero-Pesquero","Producción Agrícola","Programa de financiamiento FOGAPADA con FND","Programa junto a la Financiera Nacional de Desarrollo (FND) para dar crédito dirigido a de productores y/o organizaciones de productores agrícolas del Estado de Baja California Sur, con tasas de interés de 16% a 19%. Nota: Falta verificar si porgrama existía antes de contignencia.","Nueva Normalidad",,"Secretaría de Turismo, Economía y Sustentabilidad de Baja California Sur","https://setuesbcs.gob.mx/programas-y-apoyos/","NA"
"Baja California Sur","COVID-19","Programas de Estímulo Económico","Empleo Temporal","Desempleados","Empleos","Programa de apoyos y acciones emergente frente a COVID19","Se pondran en marchas programas de auto-empleo y empleo temporal para la población (en reparación de embarcaciones, mejoramiento de viviendas, así como cursos de capacitación para el trabajo). Nota: No se encontró información sobre el programa en páginas oficiales","Nueva Normalidad",,"Diario El Sudcaliforniano","https://www.elsudcaliforniano.com.mx/local/promueve-setues-programas-de-apoyo-economico-social-y-de-autoempleo-5253407.html","43971.0"
